Rk,Player,From,To,Draft,Tm,Lg,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,Y/G,W,L,T,Yrs,PB,AP1,AV
193,John Fourcade,1987,1990,,NOR,NFL,73,208,27.4,24,11,159,313,50.8,2312,14,15,70.1,7.39,96.3,7,4,0,4,0,0,11
194,Jeff Francis,1990,1990,6,CLE,NFL,76,225,27.4,1,0,2,2,100,26,0,0,118.7,13,26,0,0,0,1,0,0,0
195,Josh Freeman,2009,2015,1,TOT,NFL,78,240,27.7,62,61,1179,2048,57.57,13873,81,68,77.6,6.77,223.8,25,36,0,6,0,0,41
196,John Friesz,1990,2000,6,TOT,NFL,76,214,26,69,38,745,1364,54.62,8699,45,42,72.3,6.38,126.1,13,25,0,10,0,0,28
197,Charlie Frye,2005,2009,3,TOT,NFL,76,217,26.4,26,23,419,677,61.89,4154,17,29,69.7,6.14,159.8,7,16,0,5,0,0,8
198,Steve Fuller,1984,1986,1,CHI,NFL,76,198,24.1,38,11,140,249,56.22,1823,6,9,72.4,7.32,48,6,5,0,3,0,0,9
199,Will Furrer,1992,1995,4,TOT,NFL,75,210,26.2,9,2,57,124,45.97,572,2,10,31.4,4.61,63.6,0,2,0,2,0,0,1
200,Chuck Fusina,1986,1986,5,GNB,NFL,73,197,26,7,0,19,32,59.38,178,0,1,61.7,5.56,25.4,0,0,0,1,0,0,0
201,Blaine Gabbert,2011,2018,1,TOT,NFL,76,235,28.6,48,45,781,1397,55.91,8437,44,43,71.5,6.04,175.8,11,34,0,8,0,0,15
202,Bob Gagliano,1983,1992,12,TOT,NFL,75,200,25,31,13,248,485,51.13,3424,17,27,62.6,7.06,110.5,7,6,0,6,0,0,14
203,Jimmy Garoppolo,2014,2018,2,TOT,NFL,74,225,28.9,23,7,183,272,67.28,2250,12,5,99.7,8.27,97.8,7,0,0,5,0,0,8
204,Jason Garrett,1993,2000,,TOT,NFL,74,200,25.7,25,9,165,294,56.12,2042,11,5,83.2,6.95,81.7,6,3,0,8,0,0,7
205,Sammy Garza,1987,1987,8,CRD,NFL,73,184,24.3,2,1,11,20,55,183,1,2,63.1,9.15,91.5,0,1,0,1,0,0,1
206,Doug Gaynor,1986,1986,4,CIN,NFL,74,205,26.3,1,0,3,3,100,30,0,0,108.3,10,30,0,0,0,1,0,0,0
207,Stan Gelbaugh,1989,1996,6,TOT,NFL,75,207,25.9,20,12,192,391,49.1,2100,10,22,50.5,5.37,105,1,11,0,6,0,0,2
208,Jeff George,1990,2001,1,TOT,NFL,76,218,26.5,131,124,2298,3967,57.93,27602,154,113,80.4,6.96,210.7,46,78,0,12,0,0,78
209,Joe Germaine,1999,1999,4,RAM,NFL,72,202,27.4,3,0,9,16,56.25,136,1,2,65.6,8.5,45.3,0,0,0,1,0,0,1
210,Gale Gilbert,1985,1995,,TOT,NFL,75,209,26.1,58,4,146,259,56.37,1544,9,12,66.2,5.96,26.6,0,4,0,6,0,0,5
211,Willie Gillus,1987,1987,,GNB,NFL,76,215,26.2,1,0,2,5,40,28,0,0,58.7,5.6,28,0,0,0,1,0,0,0
212,Mike Glennon,2013,2018,3,TOT,NFL,78,229,26.5,25,22,467,770,60.65,4933,34,20,83.2,6.41,197.3,6,16,0,5,0,0,13
213,Brad Goebel,1991,1994,,TOT,NFL,75,202,25.2,7,2,32,59,54.24,299,0,6,28.8,5.07,42.7,0,2,0,3,0,0,1
214,Jerry Golsteyn,1983,1983,12,TAM,NFL,76,207,25.2,5,3,47,97,48.45,535,0,2,56.9,5.52,107,0,3,0,1,0,0,1
215,Pete Gonzalez,1999,1999,,PIT,NFL,73,216,28.5,1,0,1,1,100,8,0,0,100,8,8,0,0,0,1,0,0,0
216,Bruce Gradkowski,2006,2014,6,TOT,NFL,73,220,29,37,20,375,709,52.89,4057,21,24,65.8,5.72,109.6,6,14,0,8,0,0,8
217,Kent Graham,1992,2001,8,TOT,NFL,77,231,27.4,81,38,694,1339,51.83,7801,39,33,69,5.83,96.3,17,21,0,9,0,0,23
218,Quinn Gray,2005,2008,,TOT,NFL,75,246,30.7,12,4,108,188,57.45,1328,13,5,91.4,7.06,110.7,2,2,0,4,0,0,6
219,Tony Graziani,1997,1999,7,ATL,NFL,74,210,27,18,5,85,174,48.85,999,2,8,51.4,5.74,55.5,2,3,0,3,0,0,3
220,Chris Greisen,1999,2000,7,CRD,NFL,75,227,28.4,5,0,7,16,43.75,69,1,0,77.3,4.31,13.8,0,0,0,2,0,0,0
221,Steve Grogan,1983,1990,5,NWE,NFL,76,210,25.6,50,43,690,1283,53.78,9471,61,64,72.7,7.38,189.4,22,21,0,8,0,0,28
222,Rex Grossman,2003,2012,1,TOT,NFL,73,222,29.3,54,47,863,1562,55.25,10232,56,60,71.4,6.55,189.5,25,22,0,10,0,0,25
223,Matt Gutierrez,2007,2009,,TOT,NFL,76,235,28.6,6,0,2,2,100,18,0,0,104.2,9,3,0,0,0,2,0,0,0
224,Marques Hagans,2007,2008,5,TOT,NFL,70,202,29,10,1,1,1,100,5,0,0,87.5,5,0.5,0,0,0,2,0,0,1
225,Max Hall,2010,2010,,CRD,NFL,73,201,26.5,6,3,39,78,50,370,1,6,35.7,4.74,61.7,1,2,0,1,0,0,1
226,Shawn Halloran,1987,1987,,CRD,NFL,76,217,26.4,3,2,18,42,42.86,263,0,1,54,6.26,87.7,1,1,0,1,0,0,1
227,Gibran Hamdan,2003,2003,7,WAS,NFL,78,240,27.7,1,0,1,2,50,7,0,0,58.3,3.5,7,0,0,0,1,0,0,0
228,Caleb Hanie,2009,2012,,TOT,NFL,74,236,30.3,10,4,59,116,50.86,679,3,10,41.6,5.85,67.9,0,4,0,4,0,0,2
229,Graham Harrell,2012,2012,,GNB,NFL,74,217,27.9,4,0,2,4,50,20,0,0,64.6,5,5,0,0,,1,0,0,0
230,Joey Harrington,2002,2007,1,TOT,NFL,76,220,26.8,81,76,1424,2538,56.11,14693,79,85,69.4,5.79,181.4,26,50,0,6,0,0,33
231,Jim Hart,1983,1984,,TOT,NFL,73,215,28.4,7,3,53,98,54.08,618,4,8,53,6.31,88.3,1,2,0,2,0,0,2
232,Mark Hartsell,2000,2000,,CHI,NFL,76,225,27.4,1,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,0,0,0
233,Tim Hasselbeck,2002,2007,,TOT,NFL,73,211,27.8,12,5,95,177,53.67,1012,5,7,63.6,5.72,84.3,1,4,0,4,0,0,1
234,Taylor Heinicke,2017,2018,,TOT,NFL,73,210,27.7,1,0,1,1,100,10,0,0,108.3,10,10,,,,2,0,0,0
235,Chad Henne,2008,2018,2,TOT,NFL,75,222,27.7,67,53,1159,1956,59.25,12931,58,63,75.5,6.61,193,18,35,0,10,0,0,29
236,Drew Henson,2004,2008,6,TOT,NFL,76,233,28.4,9,1,11,20,55,98,1,1,64.2,4.9,10.9,1,0,0,2,0,0,0
237,Mark Herrmann,1983,1992,4,TOT,NFL,76,200,24.3,38,11,302,501,60.28,3594,15,32,65.6,7.17,94.6,3,8,0,10,0,0,10
238,Rusty Hilger,1985,1991,6,TOT,NFL,76,205,25,23,14,204,464,43.97,2584,11,19,52.8,5.57,112.3,5,9,0,5,0,0,5
239,Shaun Hill,2005,2016,,TOT,NFL,77,210,24.9,49,35,757,1225,61.8,8295,49,30,84.9,6.77,169.3,17,18,0,11,0,0,24
240,Eric Hipple,1983,1989,4,DET,NFL,74,196,25.2,62,43,654,1181,55.38,7942,39,51,69.3,6.72,128.1,20,23,0,6,0,0,28
241,Billy Joe Hobert,1995,1999,3,TOT,NFL,75,230,28.7,29,17,275,527,52.18,3371,23,25,67,6.4,116.2,4,13,0,5,0,0,7
242,Tom Hodson,1990,1995,3,TOT,NFL,75,195,24.4,36,12,174,320,54.38,1823,7,11,64.1,5.7,50.6,1,11,0,4,0,0,4
243,Kevin Hogan,2016,2018,5,TOT,NFL,75,218,27.2,8,1,60,101,59.41,621,4,7,61.5,6.15,77.6,0,1,0,3,0,0,2
244,Gary Hogeboom,1983,1989,5,TOT,NFL,76,205,25,72,37,740,1317,56.19,9391,49,59,72.4,7.13,130.4,18,19,0,7,0,0,25
245,Mike Hohensee,1987,1987,,CHI,NFL,72,205,27.8,2,2,28,52,53.85,343,4,1,92.1,6.6,171.5,2,0,0,1,0,0,1
246,Kelly Holcomb,1997,2007,,TOT,NFL,74,212,27.2,37,24,565,893,63.27,5916,39,38,79.2,6.62,159.9,8,16,0,7,0,0,16
247,Mike Hold,1987,1987,,TAM,NFL,72,190,25.8,2,0,8,24,33.33,123,2,1,61.6,5.13,61.5,0,0,0,1,0,0,1
248,Donald Hollas,1991,1998,4,TOT,NFL,75,215,26.9,32,8,202,375,53.87,2399,13,21,61.8,6.4,75,4,4,0,4,0,0,5
249,Bob Holly,1983,1985,11,TOT,NFL,74,197,25.3,10,0,25,40,62.5,300,1,2,72.9,7.5,30,0,0,0,2,0,0,1
250,Todd Hons,1987,1987,,DET,NFL,73,195,25.7,3,3,43,92,46.74,552,5,5,61.5,6,184,1,2,0,1,0,0,2
251,Marty Horn,1987,1987,,PHI,NFL,74,205,26.3,1,0,5,11,45.45,68,0,0,65.7,6.18,68,0,0,0,1,0,0,0
252,Brian Hoyer,2009,2018,,TOT,NFL,74,216,27.7,60,37,837,1410,59.36,9895,48,30,83.3,7.02,164.9,16,21,0,10,0,0,24
253,Bobby Hoying,1996,2000,3,TOT,NFL,75,221,27.6,22,13,244,456,53.51,2544,11,15,64.3,5.58,115.6,3,9,1,5,0,0,2
254,Brock Huard,2000,2003,3,TOT,NFL,76,232,28.2,8,4,60,107,56.07,689,4,2,80.3,6.44,86.1,0,4,0,3,0,0,2
255,Damon Huard,1998,2008,,TOT,NFL,75,215,26.9,64,27,574,946,60.68,6303,33,26,80.6,6.66,98.5,15,12,0,8,0,0,20
256,Doug Hudson,1987,1987,7,KAN,NFL,74,201,25.8,1,1,0,1,0,0,0,0,39.6,0,0,0,1,0,1,0,0,0
257,David Humm,1983,1984,5,RAI,NFL,74,188,24.1,9,0,4,7,57.14,56,0,1,43.5,8,6.2,0,0,0,2,0,0,0
258,Stan Humphries,1989,1997,6,TOT,NFL,74,223,28.6,88,81,1431,2516,56.88,17191,89,84,75.8,6.83,195.4,50,31,0,8,0,0,55
259,Brett Hundley,2016,2018,5,GNB,NFL,75,226,28.2,15,9,194,326,59.51,1853,9,13,67.9,5.68,123.5,3,6,0,3,0,0,5
260,Todd Husak,2000,2000,6,WAS,NFL,75,216,27,1,0,2,2,100,-2,0,0,79.2,-1,-2,0,0,0,1,0,0,0
261,Chad Hutchinson,2002,2004,,TOT,NFL,77,237,28.1,15,14,220,413,53.27,2466,11,11,69.1,5.97,164.4,3,11,0,3,0,0,4
262,Kevin Ingram,1987,1987,,NOR,NFL,72,178,24.1,2,0,1,2,50,5,1,0,95.8,2.5,2.5,0,0,0,1,0,0,0
263,Jarious Jackson,2000,2003,7,DEN,NFL,72,228,30.9,5,1,11,22,50,114,0,1,46.4,5.18,22.8,0,1,0,4,0,0,0
264,Tarvaris Jackson,2006,2015,2,TOT,NFL,74,226,29,59,34,640,1073,59.65,7263,39,35,78.5,6.77,123.1,17,17,0,9,0,0,23
265,Ron Jaworski,1983,1989,2,TOT,NFL,74,196,25.2,77,53,897,1677,53.49,11432,64,63,72.1,6.82,148.5,20,32,1,6,0,0,31
266,Doug Johnson,2000,2004,,TOT,NFL,74,225,28.9,25,11,218,384,56.77,2600,13,18,69.4,6.77,104,2,9,0,5,0,0,8
267,Josh Johnson,2009,2014,5,TOT,NFL,75,219,27.4,29,5,96,177,54.24,1042,5,10,57.7,5.89,35.9,0,5,0,6,0,0,4
268,Rob Johnson,1995,2003,4,TOT,NFL,76,204,24.8,48,29,494,806,61.29,5795,30,23,83.6,7.19,120.7,12,17,0,9,0,0,21
269,Cardale Jones,2016,2018,4,TOT,NFL,77,250,29.6,1,0,6,11,54.55,96,0,1,46,8.73,96,,,,2,0,0,0
270,Landry Jones,2013,2018,4,PIT,NFL,76,225,27.4,19,5,108,169,63.91,1310,8,7,86.2,7.75,68.9,3,2,0,6,0,0,4
271,Paul Justin,1995,1999,7,TOT,NFL,76,211,25.7,34,10,220,380,57.89,2614,8,10,75,6.88,76.9,3,7,0,5,0,0,8
272,Colin Kaepernick,2011,2016,2,SFO,NFL,76,225,27.4,69,58,1011,1692,59.75,12271,72,30,88.9,7.25,177.8,28,30,0,6,0,0,49
273,Mike Kafka,2011,2014,4,TOT,NFL,75,216,27,4,0,11,16,68.75,107,0,2,47.7,6.69,26.8,,,,2,0,0,0
274,Danny Kanell,1996,2003,4,TOT,NFL,75,218,27.2,43,24,491,956,51.36,5129,31,34,63.2,5.37,119.3,10,13,1,6,0,0,14
275,Ken Karcher,1987,1988,,DEN,NFL,75,205,25.6,4,3,62,114,54.39,756,6,4,78,6.63,189,2,1,0,2,0,0,2
276,Case Keenum,2012,2018,,TOT,NFL,73,215,28.4,41,38,779,1258,61.92,8771,46,27,86,6.97,213.9,20,18,0,7,0,0,24
277,Mike Kelley,1987,1987,6,SDG,NFL,75,195,24.4,3,1,17,29,58.62,305,1,0,106.2,10.52,101.7,1,0,0,1,0,0,1
278,Jeff Kemp,1983,1991,,TOT,NFL,72,201,27.3,95,29,477,910,52.42,6205,39,39,70.6,6.82,65.3,16,12,1,9,0,0,22
279,Mike Kerrigan,1983,1984,,NWE,NFL,75,205,25.6,2,0,7,15,46.67,85,0,1,36.8,5.67,42.5,0,0,0,2,0,0,0
280,Cody Kessler,2016,2018,3,TOT,NFL,73,215,28.4,12,8,139,218,63.76,1506,6,3,87.4,6.91,125.5,0,8,0,3,0,0,3
281,Blair Kiel,1984,1991,1,TOT,NFL,72,209,28.3,25,3,108,193,55.96,1296,8,7,75.4,6.72,51.8,0,3,0,6,0,0,4
282,Shaun King,1999,2004,2,TOT,NFL,73,215,28.4,34,24,415,738,56.23,4566,27,24,73.4,6.19,134.3,14,10,0,6,0,0,18
283,Kliff Kingsbury,2005,2005,6,NYJ,NFL,76,231,28.1,1,0,1,2,50,17,0,0,79.2,8.5,17,0,0,0,1,0,0,0
